2020-12-03 08:33:13.946,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 08:48:55.064,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 08:49:08.317,WARN,流程开始  
2020-12-03 12:37:05.648,ERROR,plc回复超时:2000ms  
2020-12-03 12:37:06.159,ERROR,plc未连接  
2020-12-03 12:37:06.670,ERROR,plc未连接  
2020-12-03 12:37:06.682,WARN,流程停止  
2020-12-03 13:05:58.695,WARN,流程开始  
2020-12-03 13:05:59.210,ERROR,plc未连接  
2020-12-03 13:05:59.726,ERROR,plc未连接  
2020-12-03 13:06:00.240,ERROR,plc未连接  
2020-12-03 13:06:00.266,WARN,流程停止  
2020-12-03 13:07:10.481,ERROR,plc未连接  
2020-12-03 13:12:40.319,WARN,流程开始  
2020-12-03 13:12:40.835,ERROR,plc未连接  
2020-12-03 13:12:41.343,ERROR,plc未连接  
2020-12-03 13:12:41.855,ERROR,plc未连接  
2020-12-03 13:12:41.873,WARN,流程停止  
2020-12-03 13:15:07.612,ERROR,plc回复超时:2000ms  
2020-12-03 13:25:12.608,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 13:25:30.451,WARN,流程开始  
2020-12-03 13:25:35.255,ERROR,plc回复超时:2000ms  
2020-12-03 13:25:37.270,ERROR,plc回复超时:2000ms  
2020-12-03 13:25:39.285,ERROR,plc回复超时:2000ms  
2020-12-03 13:25:39.297,WARN,流程停止  
2020-12-03 14:18:44.071,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 14:18:44.972,WARN,流程开始  
2020-12-03 14:18:47.009,ERROR,plc回复超时:2000ms  
2020-12-03 14:18:49.029,ERROR,plc回复超时:2000ms  
2020-12-03 14:18:51.050,ERROR,plc回复超时:2000ms  
2020-12-03 14:18:51.073,WARN,流程停止  
2020-12-03 14:19:52.896,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 14:20:07.651,WARN,流程开始  
2020-12-03 14:20:09.684,ERROR,plc回复超时:2000ms  
2020-12-03 14:20:11.708,ERROR,plc回复超时:2000ms  
2020-12-03 14:20:13.735,ERROR,plc回复超时:2000ms  
2020-12-03 14:20:13.757,WARN,流程停止  
2020-12-03 14:21:11.558,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 14:21:20.481,WARN,流程开始  
2020-12-03 14:21:22.523,ERROR,plc回复超时:2000ms  
2020-12-03 14:21:24.545,ERROR,plc回复超时:2000ms  
2020-12-03 14:21:26.568,ERROR,plc回复超时:2000ms  
2020-12-03 14:21:26.589,WARN,流程停止  
2020-12-03 14:21:41.879,WARN,流程开始  
2020-12-03 14:21:43.902,ERROR,plc回复超时:2000ms  
2020-12-03 14:21:45.922,ERROR,plc回复超时:2000ms  
2020-12-03 14:21:47.944,ERROR,plc回复超时:2000ms  
2020-12-03 14:21:47.961,WARN,流程停止  
2020-12-03 14:21:57.882,ERROR,plc回复超时:2000ms  
2020-12-03 14:22:44.378,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 14:22:48.707,ERROR,plc回复超时:2000ms  
2020-12-03 14:23:00.853,ERROR,plc回复超时:2000ms  
2020-12-03 14:23:44.813,WARN,流程开始  
2020-12-03 14:23:46.816,ERROR,plc回复超时:2000ms  
2020-12-03 14:23:47.329,WARN,流程停止  
2020-12-03 14:23:53.372,WARN,流程开始  
2020-12-03 14:23:56.446,WARN,流程停止  
2020-12-03 14:24:02.705,ERROR,初始化链接MES 失败 ！返回值：4098  
2020-12-03 14:24:13.719,WARN,流程开始  
2020-12-03 15:23:40.530,WARN,流程停止  
2020-12-03 17:20:49.415,ERROR,初始化链接MES 失败 ！返回值：4098  
